id,brand,model,model_year,milage,engine,transmission,accident,price
2,Jaguar,XF Luxury,15,91491,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,None reported,15000
6603,Jaguar,XF XFR-S,15,82900,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,A/T,At least 1 accident or damage reported,18000
13704,Jaguar,XF Luxury,15,56000,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,At least 1 accident or damage reported,13500
17339,Jaguar,XF Luxury,15,170000,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,At least 1 accident or damage reported,7000
24013,Jaguar,XK Base,15,130000,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,None reported,24900
27360,Jaguar,XF Luxury,15,56000,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,None reported,19500
28371,Jaguar,XJ8 L,15,150000,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,None reported,12950
29969,Jaguar,XJ Vanden Plas,15,87500,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,None reported,15999
30004,Jaguar,XK8 Base,15,109000,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,None reported,6975
30313,Jaguar,XF Luxury,15,65900,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,None reported,2300
41119,Jaguar,XF Luxury,15,99600,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,At least 1 accident or damage reported,2990
42360,Jaguar,XF XFR-S,15,4279,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,None reported,79950
47788,Jaguar,XK Base,15,215000,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,At least 1 accident or damage reported,21750
48236,Jaguar,XKR Base,15,132000,420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None reported,12000
