id,brand,model,model_year,milage,engine,transmission,accident,price
590,Rolls-Royce,Ghost Base,7,79000,563.0HP 6.7L 12 Cylinder Engine Gasoline Fuel,A/T,None reported,30000
671,Rolls-Royce,Ghost Base,7,16500,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,None reported,39900
2983,Rolls-Royce,Ghost Base,7,3500,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,7-Speed A/T,None reported,259000
3118,Rolls-Royce,Ghost Base,7,79000,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,None reported,67000
9924,Rolls-Royce,Ghost Base,7,41000,563.0HP 6.7L 12 Cylinder Engine Gasoline Fuel,A/T,None reported,65900
10373,Rolls-Royce,Ghost Base,7,79000,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,A/T,None reported,76000
11097,Rolls-Royce,Ghost Base,7,79000,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,None reported,147500
15982,Rolls-Royce,Ghost Base,7,78124,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,None reported,53900
23941,Rolls-Royce,Ghost Base,7,48500,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,A/T,None reported,59500
24404,Rolls-Royce,Ghost Base,7,850,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,None reported,103000
38692,Rolls-Royce,Ghost Base,7,39800,563.0HP 6.7L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,None reported,105000
39714,Rolls-Royce,Ghost Base,7,13000,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,A/T,None reported,140000
43139,Rolls-Royce,Ghost Base,7,79000,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,A/T,None reported,53500
45237,Rolls-Royce,Ghost Base,7,8755,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,A/T,None reported,175000
50992,Rolls-Royce,Ghost Base,7,7856,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,At least 1 accident or damage reported,44900
54163,Rolls-Royce,Ghost Base,7,39800,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,None reported,62900
