id,brand,model,model_year,milage,engine,transmission,accident,price
1345,Toyota,Tundra SR5 Double Cab,19,135000,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,None reported,8500
2040,Toyota,Camry XLE,19,98528,158.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,At least 1 accident or damage reported,7450
2424,Toyota,Camry Solara SLE V6,19,245000,225.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,At least 1 accident or damage reported,3750
2499,Toyota,Camry Solara SLE,19,208864,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,At least 1 accident or damage reported,7300
2819,Toyota,Tundra SR5 Access Cab,19,138000,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,At least 1 accident or damage reported,7750
3763,Toyota,Tundra SR5 Double Cab,19,235000,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,None reported,29999
4231,Toyota,Tundra SR5 Access Cab,19,159500,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,None reported,14000
4384,Toyota,Tundra SR5 Double Cab,19,229450,310.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,None reported,11000
4389,Toyota,Tundra SR5 Double Cab,19,2894,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,None reported,65700
4535,Toyota,Tundra SR5 Double Cab,19,67400,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,None reported,59980
4648,Toyota,Tundra SR5 Access Cab,19,201509,240.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,At least 1 accident or damage reported,15000
4769,Toyota,Matrix XR,19,186040,130.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,At least 1 accident or damage reported,11500
4898,Toyota,Sequoia Limited,19,86000,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,None reported,12000
5513,Toyota,Camry Solara SLE V6,19,138000,225.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,None reported,9950
5758,Toyota,Tundra SR5 Double Cab,19,201509,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,None reported,15500
5875,Toyota,Yaris L,19,173452,106.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,A/T,At least 1 accident or damage reported,6500
6946,Toyota,Tacoma Double Cab,19,264893,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,At least 1 accident or damage reported,6950
7372,Toyota,Avalon Limited,19,156111,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,At least 1 accident or damage reported,9999
7541,Toyota,Highlander XLE,19,152270,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,At least 1 accident or damage reported,6900
7839,Toyota,Camry LE,19,227010,133.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,None reported,3850
7923,Toyota,Tundra SR5 Double Cab,19,116320,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,None reported,23977
8659,Toyota,Sequoia SR5,19,244200,240.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,At least 1 accident or damage reported,3950
9015,Toyota,Land Cruiser Base,19,142215,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,At least 1 accident or damage reported,10000
9589,Toyota,Camry LE,19,108000,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,None reported,7850
10006,Toyota,Tundra SR5 Double Cab,19,199400,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,At least 1 accident or damage reported,4500
10294,Toyota,Tundra SR5 Double Cab,19,199400,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,At least 1 accident or damage reported,9950
10471,Toyota,Sequoia SR5,19,131800,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,None reported,5800
10616,Toyota,Tacoma Double Cab,19,24985,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,None reported,33580
11897,Toyota,Tundra SR5 Double Cab,19,123500,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,At least 1 accident or damage reported,7900
13338,Toyota,Corolla LE,19,200000,130.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,None reported,5200
13513,Toyota,4Runner Limited,19,205000,245.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,At least 1 accident or damage reported,9950
14806,Toyota,Tundra SR5 Double Cab,19,199296,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,At least 1 accident or damage reported,25000
15231,Toyota,Tundra SR5 Double Cab,19,24933,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,None reported,30000
15381,Toyota,Tundra SR5 Access Cab,19,99000,310.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,At least 1 accident or damage reported,3500
15583,Toyota,Corolla LE,19,173452,130.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,M/T,At least 1 accident or damage reported,3950
16377,Toyota,Camry LE,19,190640,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,None reported,9500
