id,brand,model,model_year,milage,engine,transmission,accident,price
349,GMC,RX 350 Base,13,169000,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,At least 1 accident or damage reported,12500
1862,GMC,Acadia SLT-2,13,125559,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,At least 1 accident or damage reported,16000
2392,GMC,Acadia SLT-1,13,185000,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,None reported,7500
5385,GMC,Terrain SLT-1,13,189500,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,At least 1 accident or damage reported,8900
5809,GMC,Yukon XL SLT,13,110000,275.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,None reported,7200
6370,GMC,Acadia SLT-1,13,116226,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,At least 1 accident or damage reported,7100
7743,GMC,Acadia SLT-1,13,134000,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,At least 1 accident or damage reported,9500
8019,GMC,Acadia SLT-1,13,150000,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,At least 1 accident or damage reported,10000
11316,GMC,Sierra 1500 SLT,13,163500,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,None reported,5750
11819,GMC,Acadia SLT-1,13,100780,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,At least 1 accident or damage reported,9250
16542,GMC,Yukon SLT,13,271000,310.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,At least 1 accident or damage reported,30000
18590,GMC,Terrain SLT-1,13,76296,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,None reported,3999
24291,GMC,Acadia SLT-1,13,116226,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,None reported,7900
26100,GMC,Acadia SLT-1,13,116226,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,None reported,16500
30796,GMC,Yukon SLT,13,110000,285.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,At least 1 accident or damage reported,19900
32898,GMC,Terrain SLT-1,13,116157,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,At least 1 accident or damage reported,9500
32940,GMC,Acadia SLT-1,13,120000,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,None reported,8999
34098,GMC,Acadia SLT-2,13,116226,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,At least 1 accident or damage reported,5500
39101,GMC,Yukon XL SLT,13,140401,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,4-Speed A/T,At least 1 accident or damage reported,4500
44643,GMC,Acadia SLT-1,13,115000,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,At least 1 accident or damage reported,9650
44837,GMC,Sierra 1500 SLT,13,148000,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,At least 1 accident or damage reported,20500
47077,GMC,Acadia SLT-1,13,120000,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,None reported,7500
50301,GMC,Acadia SLT-1,13,120000,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,At least 1 accident or damage reported,7500
