id,brand,model,model_year,milage,engine,transmission,accident,price
156,Mercedes-Benz,SL-Class SL600 Roadster,17,93000,493.0HP 5.5L 12 Cylinder Engine Gasoline Fuel,A/T,None reported,11999
219,Mercedes-Benz,GL-Class GL 450 4MATIC,17,90400,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,None reported,10199
1958,Mercedes-Benz,SL-Class SL550 Roadster,17,160000,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,A/T,None reported,3850
2085,Mercedes-Benz,SL-Class SL550 Roadster,17,150000,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,At least 1 accident or damage reported,5900
2703,Mercedes-Benz,E-Class E500,17,175722,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,At least 1 accident or damage reported,9850
2746,Mercedes-Benz,G-Class G 550 4MATIC,17,96000,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,None reported,4200
3345,Mercedes-Benz,GL-Class GL 450 4MATIC,17,90400,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,None reported,12900
3485,Mercedes-Benz,C-Class C55 AMG Sport,17,22800,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None reported,59980
3942,Mercedes-Benz,E-Class E 350 4MATIC,17,130000,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,None reported,6000
5899,Mercedes-Benz,GL-Class GL 550,17,127980,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,None reported,14999
7244,Mercedes-Benz,SLK-Class SLK230 Kompressor,17,64500,192.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None reported,6900
7331,Mercedes-Benz,CLK-Class 550,17,79635,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None reported,10500
8017,Mercedes-Benz,CLS-Class CLS 550,17,10431,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None reported,129900
