id,brand,model,model_year,milage,engine,transmission,accident,price
3268,Hyundai,Tucson Limited,8,87500,175.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,None reported,15995
6373,Hyundai,Genesis Coupe 3.8 Track,8,43000,348.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,None reported,36000
6717,Hyundai,Equus Signature,8,72500,429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,None reported,31450
7954,Hyundai,Sonata Hybrid Limited,8,66000,199.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,At least 1 accident or damage reported,15100
9252,Hyundai,Accent GLS,8,45900,138.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,None reported,24998
9421,Hyundai,Sonata Sport 2.0T,8,82900,245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,At least 1 accident or damage reported,13995
11950,Hyundai,Genesis Coupe 3.8 Base,8,72500,348.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None reported,46000
12372,Hyundai,Genesis Coupe 2.0T R-Spec,8,52060,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,At least 1 accident or damage reported,14699
12879,Hyundai,Genesis Coupe 3.8 Base,8,45303,348.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,None reported,21000
13212,Hyundai,Sonata SE,8,119500,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,None reported,25000
14911,Hyundai,Elantra N Base,8,72393,200.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,None reported,10995
16403,Hyundai,Equus Signature,8,72000,429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None reported,47995
18586,Hyundai,Genesis 3.8,8,70773,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,None reported,37900
20121,Hyundai,Elantra SE,8,127131,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,At least 1 accident or damage reported,16770
21844,Hyundai,Sonata Sport 2.0T,8,70500,245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,At least 1 accident or damage reported,20995
27292,Hyundai,Equus Signature,8,130000,429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,None reported,24500
27474,Hyundai,Genesis 5,8,25470,429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None reported,46599
