id,brand,model,model_year,milage,engine,transmission,accident,price
1720,Jeep,Liberty Renegade,18,144770,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,At least 1 accident or damage reported,5995
4236,Jeep,Wrangler Unlimited X,18,95000,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,None reported,17900
6130,Jeep,Commander Sport,18,152000,235.0HP 4.7L 8 Cylinder Engine Flex Fuel Capability,A/T,At least 1 accident or damage reported,13995
7958,Jeep,Commander Sport,18,121630,245.0HP 5.9L 8 Cylinder Engine Gasoline Fuel,A/T,At least 1 accident or damage reported,17500
8463,Jeep,Grand Cherokee Laredo,18,118000,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,At least 1 accident or damage reported,17900
9983,Jeep,Commander Sport,18,161900,235.0HP 4.7L 8 Cylinder Engine Flex Fuel Capability,A/T,None reported,16000
13250,Jeep,Liberty Sport,18,110000,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,At least 1 accident or damage reported,5700
17165,Jeep,Liberty Sport,18,187000,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,None reported,4500
18886,Jeep,Liberty Renegade,18,144770,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,At least 1 accident or damage reported,11500
20461,Jeep,Wrangler Sport,18,92861,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,4-Speed A/T,None reported,8500
31218,Jeep,Grand Cherokee Limited,18,89900,325.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,None reported,29994
33528,Jeep,E350 Super Duty Base,18,158000,305.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,4-Speed A/T,At least 1 accident or damage reported,2500
34215,Jeep,Grand Cherokee Laredo,18,137333,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,None reported,10999
38416,Jeep,Wrangler Unlimited Sport,18,124000,205.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,None reported,9200
40751,Jeep,Wrangler Unlimited X,18,158000,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed A/T,At least 1 accident or damage reported,15900
43944,Jeep,Commander Sport,18,161894,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,None reported,8250
44515,Jeep,Commander Base,18,162000,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,None reported,6500
45181,Jeep,Liberty Renegade,18,155500,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,At least 1 accident or damage reported,13980
51230,Jeep,Wrangler Unlimited Sport,18,135465,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,None reported,16750
51607,Jeep,LaCrosse Leather,18,19079,182.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,None reported,15995
53696,Jeep,Commander Base,18,110000,295.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,At least 1 accident or damage reported,20900
